PlantID,PlantName,AccessionID,AccessionName,ExperimentID,ExperimentName,ExperimentCondition,GrowthLocation,TrayPosition,SampleID,SampleName,SampleType,PlateName,PlateCoordinate,NameInWell,TubeBarcode,Notes,CleanedFileSize
P35580,,,,,,,,,S45591,D-6-4,whole seedling,Emelliodora_Plate9_2015,D3,LBD_6_04,,,
P35581,,,,,,,,,S45592,D-6-5,whole seedling,Emelliodora_Plate9_2015,E3,LBD_6_05,,,
P35582,,,,,,,,,S45593,D-6-6,whole seedling,Emelliodora_Plate9_2015,F3,LBD_6_06,,,
P35583,,,,,,,,,S45594,D-6-7,whole seedling,Emelliodora_Plate9_2015,G3,LBD_6_07,,,
P35584,,,,,,,,,S45595,D-6-8,whole seedling,Emelliodora_Plate9_2015,H3,LBD_6_08,,,
P35585,,,,,,,,,S45596,D-10-1,whole seedling,Emelliodora_Plate9_2015,A4,LBD_10_01,,,
P35586,,,,,,,,,S45597,D-10-2,whole seedling,Emelliodora_Plate9_2015,B4,LBD_10_02,,,
P35587,,,,,,,,,S45598,D-10-3,whole seedling,Emelliodora_Plate9_2015,C4,LBD_10_03,,,
P35588,,,,,,,,,S45599,D-10-4,whole seedling,Emelliodora_Plate9_2015,D4,LBD_10_04,,,
P35589,,,,,,,,,S45600,D-10-5,whole seedling,Emelliodora_Plate9_2015,E4,LBD_10_05,,,
P35590,,,,,,,,,S45601,D-10-6,whole seedling,Emelliodora_Plate9_2015,F4,LBD_10_06,,,
P35591,,,,,,,,,S45602,D-10-7,whole seedling,Emelliodora_Plate9_2015,G4,LBD_10_07,,,
P35592,,,,,,,,,S45603,D-10-8,whole seedling,Emelliodora_Plate9_2015,H4,LBD_10_08,,,
P35593,,,,,,,,,S45604,21-13-1,whole seedling,Emelliodora_Plate9_2015,A5,LB21_13_01,,,
P35594,,,,,,,,,S45605,21-13-2,whole seedling,Emelliodora_Plate9_2015,B5,LB21_13_02,,,
P35595,,,,,,,,,S45606,21-13-3,whole seedling,Emelliodora_Plate9_2015,C5,LB21_13_03,,,
P35596,,,,,,,,,S45607,21-13-4,whole seedling,Emelliodora_Plate9_2015,D5,LB21_13_04,,,
P35597,,,,,,,,,S45608,21-13-5,whole seedling,Emelliodora_Plate9_2015,E5,LB21_13_05,,,
P35598,,,,,,,,,S45609,21-13-6,whole seedling,Emelliodora_Plate9_2015,F5,LB21_13_06,,,
P35599,,,,,,,,,S45610,21-24-1,whole seedling,Emelliodora_Plate9_2015,G5,LB21_24_01,,,
P35600,,,,,,,,,S45611,21-24-2,whole seedling,Emelliodora_Plate9_2015,H5,LB21_24_02,,,
P35601,,,,,,,,,S45612,21-7-1,whole seedling,Emelliodora_Plate9_2015,A6,LB21_7_01,,,
P35602,,,,,,,,,S45613,21-7-2,whole seedling,Emelliodora_Plate9_2015,B6,LB21_7_02,,,
P35603,,,,,,,,,S45614,21-7-3,whole seedling,Emelliodora_Plate9_2015,C6,LB21_7_03,,,
P35604,,,,,,,,,S45615,21-7-4,whole seedling,Emelliodora_Plate9_2015,D6,LB21_7_04,,,
P35605,,,,,,,,,S45616,21-7-5,whole seedling,Emelliodora_Plate9_2015,E6,LB21_7_05,,,
P35606,,,,,,,,,S45617,21-7-6,whole seedling,Emelliodora_Plate9_2015,F6,LB21_7_06,,,
P35607,,,,,,,,,S45618,21-7-7,whole seedling,Emelliodora_Plate9_2015,G6,LB21_7_07,,,
,,,,,,,,,S45619,21-7-7R,whole seedling,Emelliodora_Plate9_2015,H6,LB21_7_07R,,replicate ,
P35608,,,,,,,,,S45620,21-1-1,whole seedling,Emelliodora_Plate9_2015,A7,LB21_1_01,,,
,,,,,,,,,S45621,21-1-1R,whole seedling,Emelliodora_Plate9_2015,B7,LB21_1_01R,,replicate ,
P35609,,,,,,,,,S45622,21-1-2,whole seedling,Emelliodora_Plate9_2015,C7,LB21_1_02,,,
,,,,,,,,,S45623,21-1-2R,whole seedling,Emelliodora_Plate9_2015,D7,LB21_1_02R,,replicate ,
P35610,,,,,,,,,S45624,21-1-3,whole seedling,Emelliodora_Plate9_2015,E7,LB21_1_03,,,
P35611,,,,,,,,,S45625,21-1-4,whole seedling,Emelliodora_Plate9_2015,F7,LB21_1_04,,,
P35612,,,,,,,,,S45626,21-1-5,whole seedling,Emelliodora_Plate9_2015,G7,LB21_1_05,,,
P35613,,,,,,,,,S45627,21-1-6,whole seedling,Emelliodora_Plate9_2015,H7,LB21_1_06,,,
P35614,,,,,,,,,S45628,21-1-7,whole seedling,Emelliodora_Plate9_2015,A8,LB21_1_07,,,
P35615,,,,,,,,,S45629,21-1-8,whole seedling,Emelliodora_Plate9_2015,B8,LB21_1_08,,,
P35616,,,,,,,,,S45630,21-5-1,whole seedling,Emelliodora_Plate9_2015,C8,LB21_5_01,,,
,,,,,,,,,S45631,21-5-1R,whole seedling,Emelliodora_Plate9_2015,D8,LB21_5_01R,,replicate ,
P35617,,,,,,,,,S45632,21-5-2,whole seedling,Emelliodora_Plate9_2015,E8,LB21_5_02,,,
,,,,,,,,,S45633,21-5-2R,whole seedling,Emelliodora_Plate9_2015,F8,LB21_5_02R,,replicate ,
P35618,,,,,,,,,S45634,21-5-3,whole seedling,Emelliodora_Plate9_2015,G8,LB21_5_03,,,
P35619,,,,,,,,,S45635,21-5-4,whole seedling,Emelliodora_Plate9_2015,H8,LB21_5_04,,,
P35620,,,,,,,,,S45636,21-5-5,whole seedling,Emelliodora_Plate9_2015,A9,LB21_5_05,,,
P35621,,,,,,,,,S45637,21-5-6,whole seedling,Emelliodora_Plate9_2015,B9,LB21_5_06,,,
P35622,,,,,,,,,S45638,21-5-7,whole seedling,Emelliodora_Plate9_2015,C9,LB21_5_07,,,
P35623,,,,,,,,,S45639,21-5-8,whole seedling,Emelliodora_Plate9_2015,D9,LB21_5_08,,,
P35624,,,,,,,,,S45640,21-5-9,whole seedling,Emelliodora_Plate9_2015,E9,LB21_5_09,,,
P35625,,,,,,,,,S45641,21-5-10,whole seedling,Emelliodora_Plate9_2015,F9,LB21_5_10,,,
P35626,,,,,,,,,S45642,21-5-11,whole seedling,Emelliodora_Plate9_2015,G9,LB21_5_11,,,
P35627,,,,,,,,,S45643,M-6-1,whole seedling,Emelliodora_Plate9_2015,H9,LBM_6_01,,,
P35628,,,,,,,,,S45644,M-6-2,whole seedling,Emelliodora_Plate9_2015,A10,LBM_6_02,,,
P35629,,,,,,,,,S45645,M-6-3,whole seedling,Emelliodora_Plate9_2015,B10,LBM_6_03,,,
P35630,,,,,,,,,S45646,M-1-1,whole seedling,Emelliodora_Plate9_2015,C10,LBM_1_01,,,
P35631,,,,,,,,,S45647,M-1-2,whole seedling,Emelliodora_Plate9_2015,D10,LBM_1_02,,,
P35632,,,,,,,,,S45648,M-1-3,whole seedling,Emelliodora_Plate9_2015,E10,LBM_1_03,,,
P35633,,,,,,,,,S45649,M-1-4,whole seedling,Emelliodora_Plate9_2015,F10,LBM_1_04,,,
P35634,,,,,,,,,S45650,M-1-5,whole seedling,Emelliodora_Plate9_2015,G10,LBM_1_05,,,
P35635,,,,,,,,,S45651,M-1-6,whole seedling,Emelliodora_Plate9_2015,H10,LBM_1_06,,,
P35636,,,,,,,,,S45652,M-1-7,whole seedling,Emelliodora_Plate9_2015,A11,LBM_1_07,,,
P35637,,,,,,,,,S45653,M-1-8,whole seedling,Emelliodora_Plate9_2015,B11,LBM_1_08,,,
P35638,,,,,,,,,S45654,M-1-9,whole seedling,Emelliodora_Plate9_2015,C11,LBM_1_09,,,
P35639,,,,,,,,,S45655,M-1-10,whole seedling,Emelliodora_Plate9_2015,D11,LBM_1_10,,,
P35640,,,,,,,,,S45656,M-1-11,whole seedling,Emelliodora_Plate9_2015,E11,LBM_1_11,,,
P35641,,,,,,,,,S45657,M-1-12,whole seedling,Emelliodora_Plate9_2015,F11,LBM_1_12,,,
P35642,,,,,,,,,S45658,M-1-13,whole seedling,Emelliodora_Plate9_2015,G11,LBM_1_13,,,
P35643,,,,,,,,,S45659,M-1-14,whole seedling,Emelliodora_Plate9_2015,H11,LBM_1_14,,,
P35644,,,,,,,,,S45660,M-1-15,whole seedling,Emelliodora_Plate9_2015,A12,LBM_1_15,,,
P35645,,,,,,,,,S45661,M-1-16,whole seedling,Emelliodora_Plate9_2015,B12,LBM_1_16,,,
P35646,,,,,,,,,S45662,M-1-17,whole seedling,Emelliodora_Plate9_2015,C12,LBM_1_17,,,
P35647,,,,,,,,,S45663,M-1-18,whole seedling,Emelliodora_Plate9_2015,D12,LBM_1_18,,,
P35648,,,,,,,,,S45664,M-1-19,whole seedling,Emelliodora_Plate9_2015,E12,LBM_1_19,,,
P35649,,,,,,,,,S45665,M-1-20,whole seedling,Emelliodora_Plate9_2015,F12,LBM_1_20,,,
P35650,,,,,,,,,S45666,M-1-21,whole seedling,Emelliodora_Plate9_2015,G12,LBM_1_21,,,
P35651,,,,,,,,,S45667,M-1-22,whole seedling,Emelliodora_Plate9_2015,H12,LBM_1_22,,,
P35652,,,,,,,,,S45668,M-2-1,whole seedling,Emelliodora_Plate10_2015,A1,LBM_2_01,,,
P35653,,,,,,,,,S45669,M-2-2,whole seedling,Emelliodora_Plate10_2015,B1,LBM_2_02,,,
P35654,,,,,,,,,S45670,M-2-3,whole seedling,Emelliodora_Plate10_2015,C1,LBM_2_03,,,
P35655,,,,,,,,,S45671,M-2-4,whole seedling,Emelliodora_Plate10_2015,D1,LBM_2_04,,,
P35656,,,,,,,,,S45672,M-2-5,whole seedling,Emelliodora_Plate10_2015,E1,LBM_2_05,,,
P35657,,,,,,,,,S45673,M-2-6,whole seedling,Emelliodora_Plate10_2015,F1,LBM_2_06,,,
P35658,,,,,,,,,S45674,M-2-7,whole seedling,Emelliodora_Plate10_2015,G1,LBM_2_07,,,
P35659,,,,,,,,,S45675,M-2-8,whole seedling,Emelliodora_Plate10_2015,H1,LBM_2_08,,,
P35660,,,,,,,,,S45676,M-5-8,whole seedling,Emelliodora_Plate10_2015,A2,LBM_5_08,,,
P35661,,,,,,,,,S45677,M-5-9,whole seedling,Emelliodora_Plate10_2015,B2,LBM_5_09,,,
P35662,,,,,,,,,S45678,M-5-10,whole seedling,Emelliodora_Plate10_2015,C2,LBM_5_10,,,
P35663,,,,,,,,,S45679,M-5-11,whole seedling,Emelliodora_Plate10_2015,D2,LBM_5_11,,,
P35664,,,,,,,,,S45680,M-5-12,whole seedling,Emelliodora_Plate10_2015,E2,LBM_5_12,,,
P35665,,,,,,,,,S45681,M-5-13,whole seedling,Emelliodora_Plate10_2015,F2,LBM_5_13,,,
,,,,,,,,,S45682,M-5-13R,whole seedling,Emelliodora_Plate10_2015,G2,LBM_5_13R,,replicate ,
P35666,,,,,,,,,S45683,M-5-14,whole seedling,Emelliodora_Plate10_2015,H2,LBM_5_14,,,
P35667,,,,,,,,,S45684,M-5-15,whole seedling,Emelliodora_Plate10_2015,A3,LBM_5_15,,,
P35668,,,,,,,,,S45685,M-5-16,whole seedling,Emelliodora_Plate10_2015,B3,LBM_5_16,,,
P35669,,,,,,,,,S45686,M-5-17,whole seedling,Emelliodora_Plate10_2015,C3,LBM_5_17,,,
P35670,,,,,,,,,S45687,M-5-18,whole seedling,Emelliodora_Plate10_2015,D3,LBM_5_18,,,
P35671,,,,,,,,,S45688,M-5-19,whole seedling,Emelliodora_Plate10_2015,E3,LBM_5_19,,,
P35672,,,,,,,,,S45689,M-3-1,whole seedling,Emelliodora_Plate10_2015,F3,LBM_3_1,,,
P35673,,,,,,,,,S45690,M-3-2,whole seedling,Emelliodora_Plate10_2015,G3,LBM_3_2,,,
P35674,,,,,,,,,S45691,M-3-3,whole seedling,Emelliodora_Plate10_2015,H3,LBM_3_3,,,
P35675,,,,,,,,,S45692,M-3-4,whole seedling,Emelliodora_Plate10_2015,A4,LBM_3_04,,,
P35676,,,,,,,,,S45693,M-3-5,whole seedling,Emelliodora_Plate10_2015,B4,LBM_3_05,,,
P35677,,,,,,,,,S45694,M-3-6,whole seedling,Emelliodora_Plate10_2015,C4,LBM_3_06,,,
P35678,,,,,,,,,S45695,M-3-7,whole seedling,Emelliodora_Plate10_2015,D4,LBM_3_07,,,
P35679,,,,,,,,,S45696,M-3-8,whole seedling,Emelliodora_Plate10_2015,E4,LBM_3_08,,,
P35680,,,,,,,,,S45697,24-22-1,whole seedling,Emelliodora_Plate10_2015,F4,LB24_22_1,,,
P35681,,,,,,,,,S45698,24-22-2,whole seedling,Emelliodora_Plate10_2015,G4,LB24_22_2,,,
P35682,,,,,,,,,S45699,24-22-3,whole seedling,Emelliodora_Plate10_2015,H4,LB24_22_3,,,
P35683,,,,,,,,,S45700,24-22-4,whole seedling,Emelliodora_Plate10_2015,A5,LB24_22_4,,,
P35684,,,,,,,,,S45701,24-22-5,whole seedling,Emelliodora_Plate10_2015,B5,LB24_22_5,,,
P35685,,,,,,,,,S45702,24-22-6,whole seedling,Emelliodora_Plate10_2015,C5,LB24_22_6,,,
P35686,,,,,,,,,S45703,24-22-7,whole seedling,Emelliodora_Plate10_2015,D5,LB24_22_7,,,
P35687,,,,,,,,,S45704,24-22-8,whole seedling,Emelliodora_Plate10_2015,E5,LB24_22_8,,,
P35688,,,,,,,,,S45705,24-22-9,whole seedling,Emelliodora_Plate10_2015,F5,LB24_22_9,,,
P35689,,,,,,,,,S45706,24-22-10,whole seedling,Emelliodora_Plate10_2015,G5,LB24_22_10,,,
P35690,,,,,,,,,S45707,24-22-11,whole seedling,Emelliodora_Plate10_2015,H5,LB24_22_11,,,
P35691,,,,,,,,,S45708,24-22-12,whole seedling,Emelliodora_Plate10_2015,A6,LB24_22_12,,,
P35692,,,,,,,,,S45709,24-22-13,whole seedling,Emelliodora_Plate10_2015,B6,LB24_22_13,,,
P35693,,,,,,,,,S45710,24-20-1,whole seedling,Emelliodora_Plate10_2015,C6,LB24_20_01,,,
P35694,,,,,,,,,S45711,24-20-2,whole seedling,Emelliodora_Plate10_2015,D6,LB24_20_02,,,
P35695,,,,,,,,,S45712,24-20-3,whole seedling,Emelliodora_Plate10_2015,E6,LB24_20_03,,,
P35696,,,,,,,,,S45713,24-20-4,whole seedling,Emelliodora_Plate10_2015,F6,LB24_20_04,,,
P35697,,,,,,,,,S45714,24-20-5,whole seedling,Emelliodora_Plate10_2015,G6,LB24_20_05,,,
P35698,,,,,,,,,S45715,24-20-6,whole seedling,Emelliodora_Plate10_2015,H6,LB24_20_06,,,
P35699,,,,,,,,,S45716,24-20-7,whole seedling,Emelliodora_Plate10_2015,A7,LB24_20_07,,,
P35700,,,,,,,,,S45717,24-20-8,whole seedling,Emelliodora_Plate10_2015,B7,LB24_20_08,,,
P35701,,,,,,,,,S45718,24-20-9,whole seedling,Emelliodora_Plate10_2015,C7,LB24_20_09,,,
P35702,,,,,,,,,S45719,24-20-10,whole seedling,Emelliodora_Plate10_2015,D7,LB24_20_10,,,
P35703,,,,,,,,,S45720,K2-28-9,whole seedling,Emelliodora_Plate10_2015,E7,LBK2_28_09,,,
P35704,,,,,,,,,S45721,K2-28-10,whole seedling,Emelliodora_Plate10_2015,F7,LBK2_28_10,,,
P35705,,,,,,,,,S45722,K2-26-9,whole seedling,Emelliodora_Plate10_2015,G7,LBK2_26_09,,,
P35706,,,,,,,,,S45723,K2-26-10,whole seedling,Emelliodora_Plate10_2015,H7,LBK2_26_10,,,
P35707,,,,,,,,,S45724,M-1-23,whole seedling,Emelliodora_Plate10_2015,A8,LBM_1_23,,,
P35708,,,,,,,,,S45725,M-1-24,whole seedling,Emelliodora_Plate10_2015,B8,LBM_1_24,,,
P35709,,,,,,,,,S45726,M-1-25,whole seedling,Emelliodora_Plate10_2015,C8,LBM_1_25,,,
P35710,,,,,,,,,S45727,11-8-1,whole seedling,Emelliodora_Plate10_2015,D8,LB11_8_01,,,
P35711,,,,,,,,,S45728,11-8-2,whole seedling,Emelliodora_Plate10_2015,E8,LB11_8_02,,,
P35712,,,,,,,,,S45729,11-8-3,whole seedling,Emelliodora_Plate10_2015,F8,LB11_8_03,,,
P35713,,,,,,,,,S45730,11-8-4,whole seedling,Emelliodora_Plate10_2015,G8,LB11_8_04,,,
P35714,,,,,,,,,S45731,11-8-5,whole seedling,Emelliodora_Plate10_2015,H8,LB11_8_05,,,
P35715,,,,,,,,,S45732,11-8-6,whole seedling,Emelliodora_Plate10_2015,A9,LB11_8_06,,,
P35716,,,,,,,,,S45733,11-8-7,whole seedling,Emelliodora_Plate10_2015,B9,LB11_8_07,,,
P35717,,,,,,,,,S45734,11-8-8,whole seedling,Emelliodora_Plate10_2015,C9,LB11_8_08,,,
P35718,,,,,,,,,S45735,11-8-9,whole seedling,Emelliodora_Plate10_2015,D9,LB11_8_09,,,
P35719,,,,,,,,,S45736,11-8-10,whole seedling,Emelliodora_Plate10_2015,E9,LB11_8_10,,,
P35720,,,,,,,,,S45737,11-8-11,whole seedling,Emelliodora_Plate10_2015,F9,LB11_8_11,,,
P35721,,,,,,,,,S45738,11-8-12,whole seedling,Emelliodora_Plate10_2015,G9,LB11_8_12,,,
P35722,,,,,,,,,S45739,24-16-1,whole seedling,Emelliodora_Plate10_2015,H9,LB24_16_01,,,
P35723,,,,,,,,,S45740,24-16-2,whole seedling,Emelliodora_Plate10_2015,A10,LB24_16_02,,,
P35724,,,,,,,,,S45741,24-16-3,whole seedling,Emelliodora_Plate10_2015,B10,LB24_16_03,,,
P35725,,,,,,,,,S45742,24-16-4,whole seedling,Emelliodora_Plate10_2015,C10,LB24_16_04,,,
P35726,,,,,,,,,S45743,24-16-5,whole seedling,Emelliodora_Plate10_2015,D10,LB24_16_05,,,
P35727,,,,,,,,,S45744,24-16-6,whole seedling,Emelliodora_Plate10_2015,E10,LB24_16_06,,,
P35728,,,,,,,,,S45745,24-16-7,whole seedling,Emelliodora_Plate10_2015,F10,LB24_16_07,,,
P35729,,,,,,,,,S45746,24-16-8,whole seedling,Emelliodora_Plate10_2015,G10,LB24_16_08,,,
P35730,,,,,,,,,S45747,24-16-9,whole seedling,Emelliodora_Plate10_2015,H10,LB24_16_09,,,
P35731,,,,,,,,,S45748,24-16-10,whole seedling,Emelliodora_Plate10_2015,A11,LB24_16_10,,,
P35732,,,,,,,,,S45749,M-6-4,whole seedling,Emelliodora_Plate10_2015,B11,LBM_6_01,,,
P35733,,,,,,,,,S45750,M-6-5,whole seedling,Emelliodora_Plate10_2015,C11,LBM_6_02,,,
P35734,,,,,,,,,S45751,M-6-6,whole seedling,Emelliodora_Plate10_2015,D11,LBM_6_03,,,
P35735,,,,,,,,,S45752,M-6-7,whole seedling,Emelliodora_Plate10_2015,E11,LBM_6_04,,,
P35736,,,,,,,,,S45753,M-6-8,whole seedling,Emelliodora_Plate10_2015,F11,LBM_6_05,,,
P35737,,,,,,,,,S45754,M-6-9,whole seedling,Emelliodora_Plate10_2015,G11,LBM_6_06,,,
P35738,,,,,,,,,S45755,11-1-1,whole seedling,Emelliodora_Plate10_2015,H11,LB11_1_01,,,
P35739,,,,,,,,,S45756,11-1-2,whole seedling,Emelliodora_Plate10_2015,A12,LB11_1_02,,,
P35740,,,,,,,,,S45757,11-1-3,whole seedling,Emelliodora_Plate10_2015,B12,LB11_1_03,,,
P35741,,,,,,,,,S45758,11-1-4,whole seedling,Emelliodora_Plate10_2015,C12,LB11_1_04,,,
P35742,,,,,,,,,S45759,11-1-5,whole seedling,Emelliodora_Plate10_2015,D12,LB11_1_05,,,
P35743,,,,,,,,,S45760,11-1-6,whole seedling,Emelliodora_Plate10_2015,E12,LB11_1_06,,,
P35744,,,,,,,,,S45761,11-1-7,whole seedling,Emelliodora_Plate10_2015,F12,LB11_1_07,,,
P35745,,,,,,,,,S45762,11-1-8,whole seedling,Emelliodora_Plate10_2015,G12,LB11_1_08,,,
P35746,,,,,,,,,S45763,11-1-9,whole seedling,Emelliodora_Plate10_2015,H12,LB11_1_09,,,
P35747,,,,,,,,,S45764,T1-1-4,leaf from seedling,Emel003A,A1,5321,,,
P35748,,,,,,,,,S45765,T3-12-3,leaf from seedling,Emel003A,B1,5424,,,
P35749,,,,,,,,,S45766,PAD-M2-4,leaf from seedling,Emel003A,C1,5304,,,
P35750,,,,,,,,,S45767,T1-13-1,leaf from seedling,Emel003A,D1,5326,,,
P35751,,,,,,,,,S45768,T2-22-6,leaf from seedling,Emel003A,E1,5392,,,
P35752,,,,,,,,,S45769,T3-9-7,leaf from seedling,Emel003A,F1,5458,,,
P35753,,,,,,,,,S45770,T3-9-4,leaf from seedling,Emel003A,G1,5455,,,
P35754,,,,,,,,,S45771,T2-22-5,leaf from seedling,Emel003A,H1,5391,,,
P35755,,,,,,,,,S45772,T2-20-4,leaf from seedling,Emel003A,A2,5374,,,
P35756,,,,,,,,,S45773,T2-21-6,leaf from seedling,Emel003A,B2,5384,,,
P35757,,,,,,,,,S45774,T1-7-4,leaf from seedling,Emel003A,C2,5345,,,
P35758,,,,,,,,,S45775,T1-10-4,leaf from seedling,Emel003A,D2,5325,,,
P35759,,,,,,,,,S45776,PAD-M4-6,leaf from seedling,Emel003A,E2,5314,,,
P35760,,,,,,,,,S45777,T3-10-2,leaf from seedling,Emel003A,F2,5407,,,
P35761,,,,,,,,,S45778,T3-11-7,leaf from seedling,Emel003A,G2,5420,,,
P35762,,,,,,,,,S45779,PAD-M2-5,leaf from seedling,Emel003A,H2,5305,,,
P35763,,,,,,,,,S45780,T1-6-3,leaf from seedling,Emel003A,A3,5336,,,
P35764,,,,,,,,,S45781,T3-11-6,leaf from seedling,Emel003A,B3,5419,,,
P35765,,,,,,,,,S45782,T2-21-5,leaf from seedling,Emel003A,C3,5383,,,
P35766,,,,,,,,,S45783,T3-4-1,leaf from seedling,Emel003A,D3,5430,,,
P35767,,,,,,,,,S45784,T1-15-1,leaf from seedling,Emel003A,E3,5327,,,
P35768,,,,,,,,,S45785,T2-9-4,leaf from seedling,Emel003A,F3,5401,,,
P35769,,,,,,,,,S45786,T3-8-4,leaf from seedling,Emel003A,G3,5447,,,
P35770,,,,,,,,,S45787,T2-26-3,leaf from seedling,Emel003A,H3,5397,,,
P35771,,,,,,,,,S45788,T2-15-2,leaf from seedling,Emel003A,A4,5363,,,
P35772,,,,,,,,,S45789,T3-11-8,leaf from seedling,Emel003A,B4,5421,,,
P35773,,,,,,,,,S45790,PAD-M6-1,leaf from seedling,Emel003A,C4,5316,,,
P35774,,,,,,,,,S45791,T2-12-5,leaf from seedling,Emel003A,D4,5358,,,
P35775,,,,,,,,,S45792,T3-11-4,leaf from seedling,Emel003A,E4,5417,,,
P35776,,,,,,,,,S45793,T2-9-2,leaf from seedling,Emel003A,F4,5399,,,
P35777,,,,,,,,,S45794,PAD-M4-4,leaf from seedling,Emel003A,G4,5312,,,
P35778,,,,,,,,,S45795,T1-6-2,leaf from seedling,Emel003A,H4,5335,,,
P35779,,,,,,,,,S45796,T3-10-3,leaf from seedling,Emel003A,A5,5408,,,
P35780,,,,,,,,,S45797,T1-9-6,leaf from seedling,Emel003A,B5,5351,,,
P35781,,,,,,,,,S45798,T2-22-7,leaf from seedling,Emel003A,C5,5393,,,
P35782,,,,,,,,,S45799,T1-1-3,leaf from seedling,Emel003A,D5,5320,,,
P35783,,,,,,,,,S45800,T3-4-3,leaf from seedling,Emel003A,E5,5432,,,
P35784,,,,,,,,,S45801,T2-22-2,leaf from seedling,Emel003A,F5,5388,,,
P35785,,,,,,,,,S45802,T3-7-1,leaf from seedling,Emel003A,G5,5436,,,
P35786,,,,,,,,,S45803,T2-22-3,leaf from seedling,Emel003A,H5,5389,,,
P35787,,,,,,,,,S45804,T3-7-2,leaf from seedling,Emel003A,A6,5437,,,
P35788,,,,,,,,,S45805,T2-9-1,leaf from seedling,Emel003A,B6,5398,,,
P35789,,,,,,,,,S45806,T3-9-2,leaf from seedling,Emel003A,C6,5453,,,
P35790,,,,,,,,,S45807,T2-20-1,leaf from seedling,Emel003A,D6,5371,,,
P35791,,,,,,,,,S45808,T1-6-7,leaf from seedling,Emel003A,E6,5340,,,
P35792,,,,,,,,,S45809,T1-6-8,leaf from seedling,Emel003A,F6,5341,,,
P35793,,,,,,,,,S45810,T3-12-1,leaf from seedling,Emel003A,G6,5422,,,
P35794,,,,,,,,,S45811,T2-21-7,leaf from seedling,Emel003A,H6,5385,,,
P35795,,,,,,,,,S45812,T1-10-1,leaf from seedling,Emel003A,A7,5322,,,
P35796,,,,,,,,,S45813,T2-15-1,leaf from seedling,Emel003A,C7,5362,,,
P35797,,,,,,,,,S45814,T3-4-2,leaf from seedling,Emel003A,D7,5431,,,
P35798,,,,,,,,,S45815,T1-1-2,leaf from seedling,Emel003A,E7,5319,,,
P35799,,,,,,,,,S45816,T2-12-3,leaf from seedling,Emel003A,F7,5356,,,
P35800,,,,,,,,,S45817,T2-22-1,leaf from seedling,Emel003A,G7,5387,,,
P35801,,,,,,,,,S45818,T2-26-2,leaf from seedling,Emel003A,H7,5396,,,
P35802,,,,,,,,,S45819,T2-19-2,leaf from seedling,Emel003A,A8,5368,,,
P35803,,,,,,,,,S45820,T3-8-1,leaf from seedling,Emel003A,B8,5444,,,
P35804,,,,,,,,,S45821,T2-20-7,leaf from seedling,Emel003A,C8,5377,,,
P35805,,,,,,,,,S45822,PAD-M2-7,leaf from seedling,Emel003A,D8,5307,,,
P35806,,,,,,,,,S45823,T2-15-3,leaf from seedling,Emel003A,E8,5364,,,
P35807,,,,,,,,,S45824,T2-12-4,leaf from seedling,Emel003A,F8,5357,,,
P35808,,,,,,,,,S45825,T3-8-7,leaf from seedling,Emel003A,G8,5450,,,
P35809,,,,,,,,,S45826,T3-11-2,leaf from seedling,Emel003A,H8,5415,,,
P35810,,,,,,,,,S45827,T3-10-4,leaf from seedling,Emel003A,A9,5409,,,
P35811,,,,,,,,,S45828,PAD-M2-2,leaf from seedling,Emel003A,B9,5302,,,
P35812,,,,,,,,,S45829,T1-7-1,leaf from seedling,Emel003A,C9,5342,,,
P35813,,,,,,,,,S45830,T2-22-4,leaf from seedling,Emel003A,D9,5390,,,
P35814,,,,,,,,,S45831,T2-12-6,leaf from seedling,Emel003A,E9,5359,,,
P35815,,,,,,,,,S45832,T1-9-2,leaf from seedling,Emel003A,F9,5347,,,
P35816,,,,,,,,,S45833,T2-19-3,leaf from seedling,Emel003A,G9,5369,,,
P35817,,,,,,,,,S45834,T2-12-1,leaf from seedling,Emel003A,H9,5354,,,
P35818,,,,,,,,,S45835,T3-10-1,leaf from seedling,Emel003A,A10,5406,,,
P35819,,,,,,,,,S45836,PAD-M4-5,leaf from seedling,Emel003A,B10,5313,,,
P35820,,,,,,,,,S45837,PAD-M4-2,leaf from seedling,Emel003A,C10,5310,,,
P35821,,,,,,,,,S45838,T1-6-4,leaf from seedling,Emel003A,D10,5337,,,
P35822,,,,,,,,,S45839,T2-12-7,leaf from seedling,Emel003A,E10,5360,,,
P35823,,,,,,,,,S45840,T3-9-6,leaf from seedling,Emel003A,F10,5457,,,
P35824,,,,,,,,,S45841,PAD-M4-3,leaf from seedling,Emel003A,G10,5311,,,
P35825,,,,,,,,,S45842,T3-3-1,leaf from seedling,Emel003A,H10,5426,,,
P35826,,,,,,,,,S45843,T1-9-7,leaf from seedling,Emel003A,A11,5352,,,
P35827,,,,,,,,,S45844,T1-6-5,leaf from seedling,Emel003A,B11,5338,,,
P35828,,,,,,,,,S45845,PAD-M6-2,leaf from seedling,Emel003A,C11,5317,,,
P35829,,,,,,,,,S45846,T1-9-1,leaf from seedling,Emel003A,D11,5346,,,
P35830,,,,,,,,,S45847,T2-20-8,leaf from seedling,Emel003A,E11,5378,,,
P35831,,,,,,,,,S45848,PAD-M4-1,leaf from seedling,Emel003A,F11,5309,,,
P35832,,,,,,,,,S45849,T2-21-4,leaf from seedling,Emel003A,G11,5382,,,
